#title: Spectral profile - uid___A002_X5578f1_X5b4.ms.split.image.line.source4.spw1.chans1900-1940.image.fits-raster
#region (world): Rectangle[[05:35:14.946, -05d22m40.649], [05:35:13.804, -05d22m25.12]]
#region (pixel): Rectangle[[130, 148], [225, 234]]
#coordinate: world
#xLabel: frequency [GHz]
#yLabel: [Kelvin] Mean

# uid___A002_X5578f1_X5b4.ms.split.image.line.source4.spw1.chans1900-1940.image.fits-raster
2.237095031738e+02 1.593372516019e-02
2.237090148926e+02 1.163903100937e-02
2.237085266113e+02 6.312051119203e-03
2.237080383301e+02 2.311211934194e-03
2.237075500488e+02 1.628724175566e-03
2.237070617676e+02 1.860311358120e-03
2.237065734863e+02 -5.094007495599e-04
2.237060852051e+02 -5.144421344963e-03
2.237055969238e+02 -6.135809236137e-03
2.237051086426e+02 -3.477402136985e-03
2.237046203613e+02 -3.382334154564e-03
2.237041320801e+02 -4.167977531037e-03
2.237036437988e+02 -4.327935901214e-03
2.237031555176e+02 -7.002377842666e-03
2.237026672363e+02 -1.138003117254e-02
2.237021789551e+02 -1.509678721608e-02
2.237016906738e+02 -1.634360581778e-02
2.237012023926e+02 -1.361488693055e-02
2.237007141113e+02 -1.051780559906e-02
2.237002258301e+02 -8.175469786812e-03
2.236997375488e+02 -5.408424157491e-03
2.236992492676e+02 -4.738758312237e-03
2.236987609863e+02 -5.027400732411e-03
2.236982727051e+02 -5.381677406342e-03
2.236977844238e+02 -3.851291124165e-03
2.236972961426e+02 1.326379123745e-03
2.236968078613e+02 3.859538976882e-03
2.236963195801e+02 5.292487395850e-03
2.236958312988e+02 6.797788466036e-03
2.236953430176e+02 2.486868738039e-03
2.236948547363e+02 -3.817308845634e-03
2.236943664551e+02 -8.544827867100e-03
2.236938781738e+02 -1.214525948037e-02
2.236933898926e+02 -1.359918468218e-02
2.236929016113e+02 -1.409421320148e-02
2.236924133301e+02 -1.434029456540e-02
2.236919250488e+02 -1.568571928141e-02
2.236914367676e+02 -1.781123245915e-02
2.236909484863e+02 -1.812708750039e-02
2.236904602051e+02 -1.827054301258e-02
