#title: Spectral profile - HD163296_CO_2_1.image.fits-raster
#region (world): Rectangle[[17:56:21.383, -21d57m23.779], [17:56:20.928, -21d57m17.956]]
#region (pixel): Rectangle[[187, 187], [314, 304]]
#coordinate: world
#xLabel: frequency [GHz]
#yLabel: [Kelvin] Mean

# HD163296_CO_2_1.image.fits-raster
2.305120849609e+02 2.902032621205e-02
2.305123291016e+02 1.076250616461e-02
2.305125732422e+02 3.074146620929e-02
2.305128173828e+02 9.832687675953e-03
2.305130615234e+02 -4.312811419368e-03
2.305133056641e+02 4.588375799358e-03
2.305135498047e+02 -1.826533675194e-02
2.305137939453e+02 -2.308008447289e-02
2.305140380859e+02 3.687488613650e-03
2.305142822266e+02 2.294583991170e-02
2.305145263672e+02 3.668763907626e-03
2.305147705078e+02 -2.103329263628e-02
2.305150146484e+02 7.225598674268e-04
2.305152587891e+02 1.464685704559e-02
2.305155029297e+02 8.314106613398e-03
2.305157470703e+02 -2.517664991319e-02
2.305159912109e+02 -2.469369210303e-02
2.305162353516e+02 1.515719853342e-02
2.305164794922e+02 2.392882248387e-03
2.305167236328e+02 -2.639616467059e-02
2.305169677734e+02 -3.513163328171e-02
2.305172119141e+02 -5.977511778474e-02
2.305174560547e+02 -6.861177831888e-02
2.305177001953e+02 -7.601489126682e-02
2.305179443359e+02 -5.870326608419e-02
2.305181884766e+02 4.346521163825e-04
2.305184326172e+02 3.627859801054e-02
2.305186767578e+02 2.789573371410e-02
2.305189208984e+02 3.316928073764e-02
2.305191650391e+02 5.928523838520e-02
2.305194091797e+02 6.899444758892e-02
2.305196533203e+02 8.893226087093e-02
2.305198974609e+02 -1.221722271293e-02
2.305201416016e+02 -1.809801757336e-01
2.305203857422e+02 -2.438328713179e-01
2.305206298828e+02 -2.891167700291e-01
2.305208740234e+02 -3.850587606430e-01
2.305211181641e+02 -4.383670687675e-01
2.305213623047e+02 -2.928132116795e-01
2.305216064453e+02 -4.858937487006e-02
2.305218505859e+02 6.762529164553e-02
2.305220947266e+02 2.495033293962e-02
2.305223388672e+02 -4.102141782641e-02
2.305225830078e+02 -2.141426876187e-02
2.305228271484e+02 3.786970302463e-02
2.305230712891e+02 2.673668973148e-02
2.305233154297e+02 4.058206081390e-02
2.305235595703e+02 1.018523350358e-01
2.305238037109e+02 7.579170912504e-02
2.305240478516e+02 2.772237360477e-02
2.305242919922e+02 3.858660161495e-02
2.305245361328e+02 2.286695502698e-02
2.305247802734e+02 -1.860821433365e-02
2.305250244141e+02 -3.302002698183e-02
2.305252685547e+02 -4.198835045099e-02
2.305255126953e+02 -6.164311245084e-02
2.305257568359e+02 -4.488518089056e-02
2.305260009766e+02 -6.670847535133e-03
2.305262451172e+02 3.746002539992e-02
2.305264892578e+02 7.976420223713e-02
2.305267333984e+02 4.810993373394e-02
2.305269775391e+02 -2.562811365351e-03
2.305272216797e+02 5.124751478434e-02
2.305274658203e+02 2.178247570992e-01
2.305277099609e+02 2.872460484505e-01
2.305279541016e+02 2.448780238628e-01
2.305281982422e+02 1.713345795870e-01
2.305284423828e+02 1.193673014641e-01
2.305286865234e+02 7.630772888660e-02
2.305289306641e+02 6.564608961344e-02
2.305291748047e+02 9.248714148998e-02
2.305294189453e+02 1.136164888740e-01
2.305296630859e+02 1.567381620407e-01
2.305299072266e+02 2.366103082895e-01
2.305301513672e+02 3.349854946136e-01
2.305303955078e+02 4.489330947399e-01
2.305306396484e+02 5.835260748863e-01
2.305308837891e+02 8.098744750023e-01
2.305311279297e+02 1.130692362785e+00
2.305313720703e+02 1.644432306290e+00
2.305316162109e+02 2.494518756866e+00
