planetary_2,0.25
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.75
planetary_full_expanded_00050_x3,0.875
planetary_full,0.25
planetary_full_expanded_01000_x3,0.75
planetary_2,0.25
planetary_tr,0.125
planetary_full_expanded_00100_x3,0.75
planetary_full_expanded_00050_x3,0.75
planetary_full,0.0
planetary_full_expanded_01000_x3,0.75
planetary_2,0.375
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.75
planetary_full_expanded_00050_x3,0.75
planetary_full,0.25
planetary_full_expanded_01000_x3,0.75
planetary_2,0.125
planetary_tr,0.125
planetary_full_expanded_00100_x3,0.875
planetary_full_expanded_00050_x3,0.75
planetary_full,0.375
planetary_full_expanded_01000_x3,0.875
planetary_2,0.125
planetary_tr,0.125
planetary_full_expanded_00100_x3,0.875
planetary_full_expanded_00050_x3,0.875
planetary_full,0.25
planetary_full_expanded_01000_x3,0.875
planetary_2,0.375
planetary_tr,0.125
planetary_full_expanded_00100_x3,0.875
planetary_full_expanded_00050_x3,0.875
planetary_full,0.125
planetary_full_expanded_01000_x3,0.875
planetary_2,0.125
planetary_tr,0.125
planetary_full_expanded_00100_x3,0.875
planetary_full_expanded_00050_x3,0.75
planetary_full,0.125
planetary_full_expanded_01000_x3,0.875
planetary_2,0.125
planetary_tr,0.125
planetary_full_expanded_00100_x3,0.75
planetary_full_expanded_00050_x3,0.875
planetary_full,0.0
planetary_full_expanded_01000_x3,0.875
planetary_2,0.125
planetary_tr,0.125
planetary_full_expanded_00100_x3,0.875
planetary_full_expanded_00050_x3,0.75
planetary_full,0.25
planetary_full_expanded_01000_x3,0.75
planetary_2,0.0
planetary_tr,0.125
planetary_full_expanded_00100_x3,0.75
planetary_full_expanded_00050_x3,0.75
planetary_full,0.25
planetary_full_expanded_01000_x3,0.875
