63,results_tfv1.2.1_C_2.0
54,results_tfv1.2.2_C_2.0
47,results_tfv2.1.1_C_2.0
21,results_tfv2.1.2_C_2.0
68,results_tfv2.2.1_C_1.0
49,results_tfv2.2.1_C_2.0
71,results_tfv2.2.1_C_3.0
50,results_tfv2.2.2_C_2.0
53,results_tfv3.1.1_C_2.0
22,results_tfv3.1.2_C_2.0
65,results_tfv3.2.1_C_2.0
42,results_tfv3.2.2_C_2.0
