Schilke_OrionSurvey.3-200.model_hot_cores_full_500it.output,0.3,0.375
Schilke_OrionSurvey.3-200.model_hot_cores_full_500it.output,0.45,0.5625
Schilke_OrionSurvey.3-200.model_hot_cores_full_500it.output,0.3,0.375
Schilke_OrionSurvey.3-200.model_hot_cores_full_500it.output,0.4,0.5
Schilke_OrionSurvey.3-200.model_hot_cores_full_500it.output,0.45,0.5625
Schilke_OrionSurvey.3-200.model_hot_cores_full_500it.output,0.4,0.5
Schilke_OrionSurvey.3-200.model_hot_cores_full_500it.output,0.35,0.4375
Schilke_OrionSurvey.3-200.model_hot_cores_full_500it.output,0.3,0.375
Schilke_OrionSurvey.3-200.model_hot_cores_full_500it.output,0.35,0.4375
Schilke_OrionSurvey.3-200.model_hot_cores_full_500it.output,0.3,0.375
