Schilke_OrionSurvey.6-200.model_hot_cores_full_500it.output,0.3,0.333333333333
Schilke_OrionSurvey.7-200.model_hot_cores_full_500it.output,0.4,0.444444444444
Schilke_OrionSurvey.7-200.model_hot_cores_full_500it.output,0.45,0.5
Schilke_OrionSurvey.7-200.model_hot_cores_full_500it.output,0.35,0.388888888889
Schilke_OrionSurvey.7-200.model_hot_cores_full_500it.output,0.5,0.555555555556
Schilke_OrionSurvey.7-200.model_hot_cores_full_500it.output,0.5,0.555555555556
Schilke_OrionSurvey.7-200.model_hot_cores_full_500it.output,0.35,0.388888888889
Schilke_OrionSurvey.7-200.model_hot_cores_full_500it.output,0.45,0.5
Schilke_OrionSurvey.7-200.model_hot_cores_full_500it.output,0.4,0.444444444444
Schilke_OrionSurvey.7-200.model_hot_cores_full_500it.output,0.4,0.444444444444
